sample.id	population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
sample.99	PEL	-0.00329189	-0.00750651	-0.0079018	0.0175001	0.00642416	-0.0306231	-0.0118991	0.0532454	0.0481304	0.0151498	0.00478071	0.036035	0.0026784	-0.00079644	-0.0146972	-0.00292243	-0.00725207	0.00455957	-0.00735117	0.00760861
sample.100	PEL	-0.00977052	-0.0134686	-0.0126778	0.0180085	-0.00234447	-0.00170505	-0.000775658	-0.0181504	0.00321511	0.00815989	-0.00772516	-0.00165959	-0.00928343	-2.83284e-05	0.00033247	-9.18898e-06	-0.00351474	0.00141839	0.00220023	0.0027455
sample.101	PEL	-0.00807907	-0.00501467	-0.00760436	0.00197878	-0.021602	-0.00671629	-0.00118744	0.00151124	0.00432345	0.0031573	0.00570084	0.0216734	-0.000595985	-0.00449145	-0.000629775	-0.00218514	-0.00453877	-0.00628435	0.000952328	0.00883418
sample.102	PEL	-0.00842119	-0.0136988	-0.0103508	-0.0054661	0.0274478	0.00664298	0.0136037	0.00184203	-0.00229468	0.00442038	0.00167976	0.00522347	0.0129131	0.00524759	0.00429787	0.005332	0.00206999	0.00879578	-0.000790263	-4.91523e-05
sample.103	PEL	-0.00893823	-0.00935694	-0.00987104	-0.0267877	-0.0075084	-0.000111502	-0.000625505	0.00125926	-0.00198611	0.00599556	-0.00543063	0.00898858	-0.00282934	0.00237652	0.0026246	0.000404114	-0.00181905	-0.00550922	-0.00573317	0.0141156
sample.104	PEL	-0.00552209	-0.00581871	-0.0105051	0.0310465	-0.0138277	-0.0205095	-0.00756837	-0.000978508	-0.0194406	0.0311765	0.000350377	-0.0148155	0.00285773	0.00301869	-0.00260602	-0.00846667	0.000609268	0.00141765	-0.00113961	-0.00573736
sample.105	PEL	-0.00385532	-0.0177501	-0.0113842	0.014228	0.0121114	-0.0454704	-0.0116752	-0.0203024	-0.0458676	0.000778154	0.00578401	0.00132423	0.00268604	0.00899579	-0.000995645	-0.00223225	0.00653405	-0.00521852	0.0049305	0.00383534
sample.106	PEL	-0.00719923	0.00159717	-0.00748018	0.0448955	0.0183565	-0.00176106	-0.00359042	0.0264272	0.000970871	-0.00285765	0.00754378	0.00791472	0.0139546	-0.00144427	0.00195769	-3.25523e-05	0.00916838	-0.00059875	0.00128755	0.00389263
sample.107	PEL	-0.00841103	-0.00491413	-0.0083388	0.00443772	-0.0288022	-0.00157371	-0.00492157	0.00380558	0.00437168	-0.0243366	-0.00905945	-0.00378622	-0.00221552	0.000709313	0.00246937	-0.00376919	0.00428246	0.00208057	-0.00520036	-0.000570646
sample.108	PEL	-0.0096781	-0.0115955	-0.0106962	-0.00723657	0.0324364	0.0045726	0.00683592	0.0155783	0.00293974	0.00134739	0.00198145	0.00783504	0.00414826	0.00158497	0.00357769	0.00306154	0.00102635	0.00248495	-0.00153535	-0.000137953
sample.109	PEL	-0.00983613	-0.016527	-0.0119406	-0.0161109	-0.0162993	-0.00458718	-0.00415477	0.00450761	8.87866e-05	0.0336201	0.0116045	-0.000398945	0.00324244	-0.000671607	0.000644087	0.00211126	0.000507662	0.00393022	-0.00152957	-0.00639303
sample.110	PEL	-0.00820375	-0.00253888	-0.00930605	0.0475533	-0.00907782	-0.00663008	0.00261309	-0.0290986	0.00509422	-0.0102613	-0.0102469	-0.013196	0.00023931	0.00049831	0.002001	-0.00162729	0.00872825	0.00431201	-0.00350803	-0.00326237
sample.111	PEL	-0.00907776	-0.0085918	-0.00417724	0.00719616	0.0323307	0.00482513	0.00847964	-0.00731813	0.00706805	0.00441673	-0.00874795	-0.0173436	-0.018229	0.00574473	0.00532671	-0.00847514	-0.000621495	0.00173985	0.00634942	-6.23536e-05
sample.112	PEL	-0.010777	-0.0175707	-0.0120779	0.00701889	-0.00364283	-0.00133089	0.00234156	0.00495886	-0.00129311	0.0037009	-0.00173698	0.0101891	0.00983068	-0.00125172	-0.0001825	0.00708291	0.00612303	-0.00412236	0.000705199	-0.00128858
sample.113	PEL	-0.00755995	-0.00566297	-0.0100025	0.0166817	-0.0221399	-0.00454372	-0.00545653	-0.000601611	-0.002625	-0.000171728	-0.00468422	-0.0084164	-0.0182884	0.00293946	0.00170817	-0.00237842	-0.00360787	0.00368571	0.00377306	-0.00354417
sample.114	PEL	-0.0107004	-0.0176289	-0.0128417	0.00106311	0.00545826	0.00588591	0.00720317	-0.00262632	0.00331091	0.00128029	-0.00452712	0.0027909	0.00274698	0.00128176	-0.00202937	0.0015876	-0.000574827	0.000348225	-0.00661263	0.000827336
sample.115	PEL	-0.00572623	-0.0181248	-0.0122033	-0.0167434	-0.0158266	0.0312826	-0.0288506	3.65484e-05	-0.00216064	0.00517813	0.0260589	-0.00592859	-0.00432675	-0.001133	0.0015819	-0.00306545	-0.000781339	0.0018673	0.000456194	-0.00320388
sample.116	PEL	-0.000559517	-0.00764771	-0.00762518	0.000499664	0.0210286	-0.0449757	-0.0120375	-0.00130963	-0.0141432	-0.0408145	-0.00657555	0.00250862	0.00269347	0.0078987	-0.00660056	0.00512952	0.0113647	0.0061347	0.0101468	0.00534991
sample.117	PEL	-0.00815658	-0.014977	-0.0109163	-0.0111741	0.00495821	0.00652851	0.0191469	0.00194572	0.00482416	0.0196848	-0.00399777	0.0210477	-0.0151309	-0.00538335	0.0026861	-0.00961439	-0.010155	-0.0011867	-0.00380401	0.00586348
sample.118	PEL	-0.00835319	-0.0083013	-0.0100766	-0.00400977	-0.0267056	-0.0030642	-0.00550466	-0.0307564	-0.00275852	0.0116012	0.00247515	-0.00510457	0.00755143	0.00704192	0.00418644	-0.00244187	-0.00128987	-0.00296757	-0.0051009	9.81212e-05
sample.119	PEL	-0.0102923	-0.0186737	-0.014226	0.0028198	0.00183949	0.00092951	0.00283516	-0.000151605	-0.00477668	-0.00404515	-0.000346533	0.00342688	0.00727388	0.00183791	-0.00299209	0.00168542	0.000169179	-0.00122164	-0.00464888	-0.00388199
sample.120	PEL	-0.0103903	-0.015109	-0.0123214	-0.0153147	-0.00110962	0.00318821	0.000559684	-0.000905257	-0.00456992	-0.028649	-0.00964096	-0.0023975	0.0106238	-0.00327538	-0.00165129	0.00967574	0.00653724	-0.00389906	-0.0027551	-0.00265761
sample.121	PEL	-0.00983181	-0.0153815	-0.0104953	-0.0109634	0.00506551	0.00162533	0.000518284	-0.00631417	0.00414284	0.0242899	0.00545126	-0.0106387	-0.00016055	-0.0011302	-0.000577729	-0.00240679	0.00100171	-0.000107033	-0.00161868	0.000418882
sample.122	PEL	-0.00552823	-0.0104845	-0.00919032	-0.00452349	0.0425859	-0.00985498	0.00582165	-0.021103	-0.040092	-0.00715887	0.00317298	-0.0236283	-0.00199644	0.0131291	-0.00176412	-4.58605e-06	0.00935398	-0.00582159	0.000754566	-0.00254571
sample.123	PEL	-0.0102535	-0.0155816	-0.0130875	-0.0102581	0.0222494	0.0067432	0.000607156	-0.00138128	-0.00643513	-0.000157596	-0.00843267	0.0157078	-0.00510042	-0.00529288	-0.00204514	-0.0023323	-0.00482878	0.000652786	-0.000172149	0.00317197
sample.124	PEL	-0.00976718	-0.015166	-0.0117877	0.00614191	0.00100053	-0.00196565	-0.00120881	-0.0136607	0.0033307	-0.00384088	-0.00250631	-0.0100935	-0.0160662	0.00289392	0.00207659	-0.0121938	-0.000947973	4.29301e-05	0.00279008	-0.000739685
sample.125	PEL	-0.00788986	-0.00920321	-0.00941428	0.0443776	0.00157038	-0.00789038	0.00172504	0.0111402	0.00317263	-0.00095549	0.00203382	-0.00188325	-0.0131464	-0.00540754	0.00699833	-0.00614816	-0.0010064	-0.00969502	0.00675612	-0.00453102
sample.126	PEL	-0.00722073	-0.00475754	-0.00762601	-0.0416946	0.00639204	0.0023903	0.00520355	0.00184681	0.00864577	0.0382819	0.00797234	-0.0102512	-0.000243142	2.63853e-05	0.00223473	-0.00504093	-0.00285178	-0.000111831	0.000281825	-0.00326153
sample.127	PEL	-0.00839103	-0.00898624	-0.00968368	0.010241	-0.00471142	-0.00534541	-0.00129472	-0.000261013	-0.00198568	-0.0118605	-0.00697879	-0.033383	-0.00849604	-0.00535394	2.76532e-05	-0.0103677	0.00394527	-0.00640944	0.000236687	-0.00572639
sample.128	PEL	-0.0092067	-0.0102236	-0.0101621	0.0241676	-0.00967345	-0.00311109	-0.000221512	-0.0179317	-0.00307625	-0.0120332	-0.00173007	-0.02058	0.00019177	-0.00314815	0.00121745	-0.00712518	-0.000542485	0.00109775	-0.00409157	-0.00316223
sample.129	PEL	-0.0105836	-0.0168454	-0.0146331	-0.00532679	0.0102575	0.00177764	0.00195188	0.00692247	-0.00637191	-0.00298098	0.00528351	0.0268037	-0.00715985	0.00694921	0.00743544	-0.00285367	-0.00179605	-0.00294207	0.00335442	0.00648185
sample.130	PEL	-0.0103157	-0.0152509	-0.0117641	0.0150721	0.00305167	-0.00162587	0.00565591	-0.0237729	-0.00203013	0.00894802	-0.00554964	-0.00987089	-0.00361872	0.00363017	-0.00557913	-0.00250449	0.00377885	0.00348997	-0.00265592	0.00351347
sample.131	PEL	-0.00922552	-0.0125899	-0.0122066	-0.0164188	-0.0175172	0.00146288	-0.0106013	0.0126537	0.00201652	0.0181952	0.0149358	-0.00152677	-0.0213951	0.00301936	0.00671189	-0.00824716	-0.00825617	0.00483222	-0.000623617	0.000277295
sample.132	PEL	-0.00999452	-0.017353	-0.0120717	-0.00267072	-0.00166314	0.00306645	0.00522229	-5.1019e-05	0.00291248	-0.00869142	-0.00239896	-0.00276062	0.00160277	0.00280255	0.00212037	-0.00566071	0.00177085	0.00516027	-0.00194714	-0.00272328
sample.133	PEL	-0.00726338	-0.017178	-0.0133969	-0.0033979	0.00779564	0.0125812	0.0409329	0.0104007	-0.0101864	0.0109411	0.00025139	-0.0139009	0.00607294	-0.000650507	-0.00866908	0.0165165	0.00518888	0.0120932	0.00119346	0.00215141
sample.134	PEL	-0.00906884	-0.0114806	-0.0117573	-0.0141671	0.028803	0.00401686	0.000884328	0.00853379	0.000660244	-0.0240859	-0.00771476	-0.00223705	-0.00482382	-0.000673672	0.00209347	-0.00174559	0.00445614	0.00313725	0.00503746	-0.000784531
sample.135	PEL	-0.00983535	-0.0163032	-0.0114613	-0.00649743	-0.00901464	0.00316177	0.00123073	-0.00366866	-0.00158801	-0.0185279	-0.00331281	0.000575899	0.000576598	-0.00160386	0.000537393	0.00174164	0.0033418	-0.00119049	-0.00218606	0.00744448
sample.136	PEL	-0.0073846	-0.00945023	-0.00981404	-0.012204	0.0258946	-0.00230845	0.00166699	0.0268687	0.0238269	-0.014482	-0.0132491	-0.00438791	-0.0109947	-0.00136227	0.00666331	-0.0115409	-0.00232696	-0.00987476	0.00354773	-0.00193701
sample.137	PEL	-0.00835932	-0.00708734	-0.00784803	0.0303137	0.00891149	-0.0049294	0.00387955	-0.00270967	-0.000814732	-0.00122342	-0.00371887	0.0261335	-0.00826937	-0.00468132	-0.00090148	-0.00371936	0.00288978	-0.00563576	0.00417976	0.000840719
sample.138	PEL	-0.00768451	-0.0125069	-0.010772	0.0243025	-0.00350417	-0.0159752	8.83022e-05	-0.0438452	-0.013205	-0.000682957	-0.000593965	0.00567312	-0.021337	0.00758229	0.00855747	-0.00653652	-0.00239093	-0.00476067	-0.000557982	0.00565448
sample.139	PEL	-0.00765791	-0.0033476	-0.0076945	-0.00998239	-0.00990871	-0.00155429	-1.10229e-05	0.00609871	-0.00137561	0.00833553	-0.0126094	0.0157807	-0.0363181	0.00626406	0.00307694	-0.017504	-0.00875707	0.00094445	-0.00115469	0.00731035
sample.140	PEL	-0.0107863	-0.0193231	-0.0129316	0.00109717	0.00244918	-0.00301387	0.00236616	0.00100003	-0.000790585	0.000494086	0.00547946	-0.00670982	0.000587833	-0.00197204	-0.00386902	0.000415046	0.00247072	-0.00279424	0.00862222	0.00375052
sample.141	PEL	-0.00896572	-0.0108114	-0.0121433	0.0283635	0.00221982	-0.00656127	0.0016508	0.013409	0.00154856	0.00393418	0.00618866	0.00685204	0.04069	-0.012242	-0.00417158	0.0253274	0.0178246	-0.00508742	-0.000421758	-0.00258968
sample.142	PEL	-0.00950053	-0.0108472	-0.0104627	-0.0211597	0.00704083	0.00474891	0.000729012	-0.00401702	-0.00169609	-0.0241842	0.000856678	0.0147119	-0.00580976	-0.00558862	0.00555868	0.00569061	0.00137135	0.000737035	0.00685068	0.00401573
sample.143	PEL	-0.0100997	-0.0145975	-0.00478124	-0.0149528	0.0271883	0.00713318	0.00669576	0.00455814	-0.000667355	-0.00102311	0.00442817	0.00110897	0.00921551	-0.00523365	0.000143309	-0.000711265	0.00401241	-0.000182847	0.00511986	0.000696321
sample.144	PEL	-0.00973363	-0.0152594	-0.0129043	-0.0159138	-0.02117	-0.000419799	-0.00144302	0.00452874	0.00456071	0.00596005	-0.00284841	-0.00681397	-0.00259746	0.00190834	0.000699366	-0.00218921	0.000447411	0.00269651	-0.00454147	-0.00253095
sample.145	PEL	-0.00905759	-0.0121002	-0.010349	0.0277626	-0.0118067	-0.00323331	-0.000602784	-0.000324861	-0.00182402	0.00371359	0.000423071	0.0100405	0.00879073	0.000559257	0.00142661	0.00822386	-0.006358	-0.00328918	-0.00607613	0.000673623
sample.146	PEL	0.0011423	-0.0143021	-0.0100983	-0.00711765	-0.0179332	0.0157865	-0.0638412	0.0256249	0.0687453	0.00660366	0.0212893	-0.0100536	-0.0209551	-0.003453	0.00624832	0.0125193	-0.00328568	0.0132375	-0.0191553	-0.00593463
sample.147	PEL	-0.0108053	-0.0192018	-0.0148856	0.00512001	0.00337886	-0.00115813	-9.95769e-05	-0.00381836	0.00232376	-0.00374783	-0.00556594	0.00131397	-0.00578821	0.000622703	-0.00351347	-0.0031612	0.000231718	-0.00158167	0.00220582	-0.00164993
sample.148	PEL	-0.00977319	-0.0153476	-0.0110296	-0.0166604	-0.00801329	0.00334376	-0.000435915	-0.00149305	-0.00391194	-0.0177584	0.00165774	-0.00315476	0.0182797	-0.00254415	-0.000715224	0.0118029	0.00305535	0.0015009	-0.000291654	-0.003616
sample.149	PEL	-0.00964851	-0.0114089	-0.010631	0.0152934	0.0017996	0.000416074	0.00619095	-0.0231104	0.00256362	0.00509606	-0.00614873	-0.0110859	-0.00998626	0.00408579	-0.000753015	-0.00592263	0.00185234	-0.00063035	-0.0028158	-0.00879773
sample.150	PEL	0.000411964	-0.00126073	-0.00544648	0.0216453	-0.0220709	0.00193004	0.0540025	-0.0207446	-0.0197285	0.0428786	0.0227809	0.00765106	0.0453682	-0.0104476	-0.00735944	-0.00101269	-0.00106717	0.0130627	-0.00585489	-0.0143503
sample.151	PEL	-0.00212764	-0.00114781	-0.00716807	0.0319161	0.0106715	-0.0430431	-0.00970697	0.0116151	0.0193467	-0.00406991	0.00208241	-0.00510803	0.0175806	-0.00668303	0.000718488	0.00976754	-0.0180483	0.0179635	-0.0099362	-0.0192302
sample.152	PEL	-0.00283336	-0.0173552	-0.0114498	-0.00496666	0.00830142	0.0372847	0.031134	0.00375917	-0.00449769	-0.00737976	-0.0468766	0.020212	0.0151791	0.00312456	-0.000517992	0.00963046	-0.0126614	0.00167253	-0.0149155	-0.0130932
sample.153	PEL	-0.0088475	-0.00997834	-0.0102856	-0.0163745	0.016696	0.00471794	0.00290516	0.00983781	0.00403428	0.0188608	-0.00025532	-0.000479039	-2.50915e-06	0.00310294	-0.00173105	-0.0012184	-0.00139474	0.00116362	-0.00130428	0.00180357
sample.154	PEL	-0.00919635	-0.0117232	-0.0109209	-0.0118716	0.0290996	0.00499692	0.00414062	0.0101849	-0.00458576	-0.023806	-0.00393961	0.00854405	-0.00387044	-0.00141996	0.0045207	-0.00423784	0.000179978	0.000346204	0.00067922	0.00130859
sample.155	PEL	-0.0109186	-0.0177249	-0.0134715	0.00522423	7.80229e-06	-0.00412249	-0.00117497	0.0133319	-0.00298036	0.00269941	-0.00147958	0.00295107	-0.000608876	0.00434241	0.000317606	-0.00188366	-0.00164707	-0.000962699	0.00337058	0.0011917
sample.156	PEL	-0.00992768	-0.0160911	-0.010019	-0.0119433	-0.00569053	0.00056804	-0.00305837	-0.000676026	-0.000309795	0.0192621	0.0130687	0.00380372	0.00610235	0.00330572	-0.0042735	0.00497568	0.00147136	-0.00313843	0.00105617	0.00444942
sample.157	PEL	-0.00924484	-0.0111093	-0.0121294	-0.0174646	0.012406	0.0039829	0.00099948	-0.00328202	-0.00324962	0.0333105	-0.000639177	0.0154698	-0.012728	0.00605217	0.00433532	-0.00584878	-0.00882996	0.000699088	0.00705144	0.00434026
sample.158	PEL	-0.00829518	-0.00714823	-0.00955192	0.00236542	-0.0332273	-0.00497211	-0.00929042	0.0177373	0.00015162	-0.0395607	-0.00787737	0.0128685	0.00197697	6.39285e-05	0.00749598	0.00280102	-0.000513006	0.000529708	-0.00354137	0.00108105
sample.159	PEL	-0.00848364	-0.00835281	-0.0092486	0.0371481	-0.0128963	-0.00301067	0.000935841	-0.025588	0.00126097	0.00664827	0.0127383	0.0068992	0.0222409	-0.00911817	-0.00161923	0.00408699	0.0047589	0.00242369	-0.000660994	-0.00118516
sample.160	PEL	-0.0060171	-0.0130476	-0.0116032	-0.0150967	0.0478001	0.0207057	0.0497322	0.00756392	0.000838803	0.0161499	-0.00106053	0.0172956	-0.00490524	0.000875389	-0.00135424	-0.00148465	-0.000393918	0.00467108	-0.00134921	0.0071831
sample.161	PEL	-0.00621534	-0.0133802	-0.0102262	0.00731962	-0.0187759	0.0204727	-0.0308265	0.0121645	0.00545636	0.0184108	0.0480013	-0.00270999	-0.000300899	-0.00314701	-0.00167111	0.0105548	0.00260087	0.00663107	-0.00497873	-0.00657157
sample.162	PEL	-0.00701244	-0.00298301	-0.00705029	0.0213818	-0.0187309	-0.0107295	-0.00386168	0.00649695	0.00340104	-0.000586666	0.00693226	-0.00659683	0.0146558	0.00331194	-0.00248574	0.000576369	0.00239082	-0.00568922	-0.0031354	-0.00604271
sample.163	PEL	-0.00541682	-0.00481332	-0.00832028	0.0298056	-0.0139495	0.0157838	-0.017059	-0.0036034	-0.00204596	-0.0309763	-0.0352283	-0.00981077	0.0246486	-0.00933922	-0.00784231	0.0177864	0.0130047	0.00087128	-0.0133342	-0.013602
sample.164	PEL	-0.00889972	-0.0105535	-0.011369	-0.01862	-0.021011	0.00128542	-0.00195441	-0.0268598	-0.00518032	0.00272462	-0.00630541	-0.0170726	-0.0147464	-0.000575322	-8.56365e-05	0.00223339	0.0013333	-0.00532005	-0.00557308	-0.000804534
sample.165	PEL	-0.00896106	-0.0140075	-0.0105987	-0.0103524	0.00700526	0.00360035	0.00603962	-0.0132723	-0.00906522	-0.0187721	-0.00543499	-0.0202679	0.0107959	-0.001699	0.00353213	0.00320367	0.0139093	-0.00132995	-0.00185819	0.00216745
sample.166	PEL	-0.00927329	-0.00921734	-0.00985166	-0.0114919	-0.0266548	-0.00685146	-0.00124057	-0.0233161	-0.000603085	0.014674	0.00944885	0.00187469	-0.0012072	-0.00118827	0.000942074	-4.176e-05	-0.00598424	0.00427542	-0.00250667	-0.00510482
sample.167	PEL	-0.0105926	-0.0188098	-0.0130045	0.000499586	0.00114913	0.00318743	0.00115299	0.000565779	0.000718392	-0.00166321	0.000993134	-0.000543508	-0.00582866	0.00193515	0.00271461	-0.000642953	0.000761731	-0.0040535	0.00173848	0.000146704
sample.168	PEL	-0.00991812	-0.0124765	-0.0104892	0.0244428	-0.0093899	-0.00528526	-0.00123438	0.00850466	-0.000132364	0.00903992	0.012662	0.0105681	0.0125811	0.00269951	0.00345013	0.00559733	-0.00139955	0.00657453	0.00200845	-0.00323677
sample.169	PEL	-0.0025319	-1.87224e-05	-0.00823215	0.0315669	0.0163637	-0.0371834	-0.00765267	-0.0286847	-0.0550292	-0.0312399	-0.00546722	-0.00143716	-0.011322	-0.00408336	-0.00232926	-0.00666944	-0.00643154	0.00151894	0.00777303	-0.00565292
sample.170	PEL	-0.00847855	-0.00809433	-0.00866295	0.00733962	-0.021209	-0.00734453	-0.00459797	0.0165054	0.00241262	0.0201123	0.00725408	-0.000625101	0.0184461	-0.00130003	0.002175	0.0101648	-0.000928338	-0.0019153	-0.00515202	-0.00262099
sample.171	PEL	-0.00942977	-0.0108152	-0.0121877	0.00291986	0.0249792	0.00497701	0.00383472	-0.0105374	4.57105e-05	-0.00182404	-0.0134937	0.0276602	-0.0219204	0.00316663	0.00660046	-0.010531	-0.0031982	-0.00408682	-0.00236974	-0.000128954
sample.172	PEL	-0.00798634	-0.00437501	-0.0092564	-0.0291453	-0.00887155	-0.00413753	-0.00479747	0.0158725	-0.00141973	0.0457866	0.00466023	-0.0022566	0.00893872	1.2556e-06	0.00222378	0.00157085	-0.00326663	0.00431811	-0.0024852	0.000167548
sample.173	PEL	-0.00227817	-0.00889906	-0.00821819	0.0106895	0.0128785	0.0344717	0.022025	0.0677872	-0.000986968	-0.00022443	-0.00430868	0.0278166	-0.0283612	0.0194682	0.012566	-0.00797515	-0.0294955	-0.00534655	0.000679059	0.00184516
sample.174	PEL	-0.0095518	-0.0150077	-0.0126048	0.0163553	-0.00492978	-0.00633118	-0.00201379	-0.0171243	0.000932028	-0.00197723	0.00457703	0.00275749	0.0101425	-0.00277431	0.00418122	0.00464546	-0.00087294	-0.00207796	0.00418101	-0.00370611
sample.175	PEL	-0.00870312	-0.00914216	-0.00926415	0.0336956	-0.00207891	-0.00178134	-0.00254459	0.0181978	-0.00209582	-0.00852552	-0.00331158	-0.00944015	-0.0227252	-0.000344714	0.000952161	-0.0102426	-0.00604134	-0.00330608	0.000543366	0.00956559
sample.176	PEL	-0.00808637	-0.00461984	-0.00855571	0.0190769	-0.0107995	-0.00451105	-0.0026677	-0.00398016	-0.00112684	-0.0130134	-0.0017616	0.0216133	-0.0122404	0.000468248	0.00892362	0.00186927	-0.00590148	-0.00910213	0.00642178	0.00313243
sample.177	PEL	-0.0104624	-0.0185245	-0.0125744	-0.0033904	-0.00286867	0.00359328	0.00448047	-0.00365689	0.00185906	-0.00166829	-0.000116576	0.0114479	0.00369172	0.00178287	-0.00266612	0.00546265	-0.00393412	-0.00538392	-0.00251318	-1.22278e-05
sample.178	PEL	-0.00153765	-0.0115624	-0.0102499	0.00330937	0.000581743	0.00739334	-0.0287189	-0.0173449	-0.0332147	0.00195923	0.0276692	-0.0171147	0.00475795	-0.00813219	-0.0195963	-0.00841817	-0.000783481	-0.0124727	0.00495016	-0.0103942
sample.179	PEL	-0.00552624	-0.00174163	-0.00597682	0.0263696	-0.0188727	0.000622395	0.0279484	-0.0443158	0.00118525	-0.0221685	-0.0196551	-0.0184213	-0.0090783	0.00323478	-0.00136228	0.00231279	0.00483576	-0.00785121	-0.00217456	0.00832749
sample.180	PEL	-0.00392684	-0.00509985	-0.00940771	-0.00486844	0.0161622	-0.000171566	0.0185226	0.0216347	-0.0345892	-0.0314686	0.00771535	-0.0310399	0.0050815	0.00351891	0.000397212	0.00668617	0.00144013	0.00484126	-0.0049674	0.000102926
sample.181	PEL	-0.0106959	-0.0170967	-0.0125709	-0.00593833	-0.0062358	-0.00126568	-0.00143342	-0.00617017	-0.00239329	0.0269845	-0.00652026	-0.000430761	0.0107964	-0.00659042	-0.00087719	-0.00186017	-0.00610369	-0.00105166	-0.000207427	-0.000487927
sample.182	PEL	-0.0106984	-0.0178756	-0.0120748	-0.00805884	-0.00395045	0.0029693	0.00125493	0.000989582	0.000723098	-0.0166328	-0.000802277	-0.00222435	-0.00100942	-0.00117821	-0.00279469	1.80388e-05	0.00100691	-0.00321839	-0.00499527	0.00378373
sample.183	PEL	-0.00738353	-0.000841159	-0.00837362	-0.0689862	-0.0136058	0.00817806	-0.00613303	-0.000740456	-0.00479561	-0.00443745	-0.00399945	-0.00018219	0.0138845	-0.00258068	-0.00431942	0.000554635	0.00689534	-0.00433282	-0.00246243	0.00391474
sample.184	PEL	-0.00667605	0.000514332	-0.00808068	0.00419412	0.00521737	-0.00507667	0.00305931	-0.0130728	0.00506369	-0.00328196	0.00752844	0.0028443	0.00655146	-0.00370957	-0.00833904	0.00773357	0.00349733	-0.00288454	-0.00298219	0.000986238
sample.185	PEL	-0.00793632	-0.0137838	-0.0113226	0.0125882	-0.00815413	0.0119339	-0.0167624	0.0262789	-0.00444411	-0.00991904	-0.0341962	0.00942524	0.0122592	-0.00341843	0.00184872	0.00857964	-0.00354488	-0.00103515	-0.00807863	0.00913663
sample.186	PEL	-0.0104998	-0.01757	-0.0121657	0.00158197	0.00221944	0.00208786	0.00216089	-0.00210179	0.00141733	0.00144139	-0.00376532	-0.00179687	-0.00529164	0.000947471	0.00234633	-0.00291006	0.00260714	-0.00280065	-0.00136305	-0.00254784
sample.187	PEL	-0.00708314	-0.0095921	-0.0100022	0.00342214	-0.00514461	0.00796603	0.0106093	0.0277176	-0.00546178	-0.0139913	0.00681404	0.00345157	0.0147865	-0.00502045	-0.0011629	0.0138679	0.00844846	-0.000631032	0.00254768	-0.0109213
